# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
pmpcb	ENSCHAG00000025348	ENSCHAT00000061084	protein_coding	0	2	0	7	0	0	0	3	2	0	0	0	0	2	2
pmpcb	ENSCHAG00000025348	ENSCHAT00000061099	protein_coding	0	2	0	7	0	0	0	3	2	0	0	0	0	2	2
pmpcb	ENSCHAG00000025348	ENSCHAT00000061133	protein_coding	0	2	0	7	0	0	0	3	2	0	0	0	0	2	2
pmpcb	ENSCHAG00000025348	ENSCHAT00000061166	protein_coding	0	2	0	7	0	0	0	3	2	0	0	0	0	2	2
pmpcb	ENSCHAG00000025348	ENSCHAT00000061222	protein_coding	0	2	0	7	0	0	0	3	2	0	0	0	0	2	2
pmpcb	ENSCHAG00000025348	ENSCHAT00000061261	protein_coding	0	2	0	7	0	0	0	3	2	0	0	0	0	2	2
pomt2	ENSCHAG00000017895	ENSCHAT00000043305	protein_coding	0	2	1	18	0	0	0	9	8	1	0	0	0	2	1
pomt2	ENSCHAG00000017895	ENSCHAT00000043365	protein_coding	0	2	1	18	0	0	0	9	8	1	0	0	0	2	1
pomt2	ENSCHAG00000017895	ENSCHAT00000043456	protein_coding	0	2	1	17	3	0	0	6	7	1	0	0	0	2	1
pomt2	ENSCHAG00000017895	ENSCHAT00000043488	protein_coding	0	2	1	17	0	0	0	9	7	1	0	0	0	2	1
pomt2	ENSCHAG00000017895	ENSCHAT00000043522	protein_coding	0	2	1	17	0	0	0	9	7	1	0	0	0	2	1
pomt2	ENSCHAG00000017895	ENSCHAT00000043563	protein_coding	0	2	1	17	0	0	0	9	7	1	0	0	0	2	1
ppid	ENSCHAG00000013565	ENSCHAT00000030465	protein_coding	0	0	0	7	0	0	0	0	1	0	0	0	0	0	6
ppid	ENSCHAG00000013565	ENSCHAT00000030478	protein_coding	0	0	0	7	0	0	0	0	1	0	0	0	0	0	6
ppid	ENSCHAG00000013565	ENSCHAT00000030495	protein_coding	0	0	0	7	0	0	0	0	1	0	0	0	0	0	6
prickle1b	ENSCHAG00000024638	ENSCHAT00000058543	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0
prickle2b	ENSCHAG00000026382	ENSCHAT00000063175	protein_coding	0	0	0	10	0	0	0	0	5	0	0	0	0	0	5
prph2a	ENSCHAG00000021145	ENSCHAT00000049217	protein_coding	0	0	0	13	1	0	0	2	2	0	0	0	0	0	8
psd3l	ENSCHAG00000012288	ENSCHAT00000029205	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0
psd3l	ENSCHAG00000012288	ENSCHAT00000032402	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0
pus7l	ENSCHAG00000024665	ENSCHAT00000058607	protein_coding	0	0	0	3	0	0	0	1	2	0	0	0	0	0	0
pus7l	ENSCHAG00000024665	ENSCHAT00000058618	protein_coding	0	0	0	3	0	0	0	1	2	0	0	0	0	0	0
r3hdm1	ENSCHAG00000004095	ENSCHAT00000007666	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0
r3hdm1	ENSCHAG00000004095	ENSCHAT00000007795	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0
r3hdm1	ENSCHAG00000004095	ENSCHAT00000007895	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0
rapsn	ENSCHAG00000020622	ENSCHAT00000047949	protein_coding	0	0	0	3	1	0	0	0	1	0	0	0	0	0	1
rapsn	ENSCHAG00000020622	ENSCHAT00000047959	protein_coding	0	0	0	3	1	0	0	0	1	0	0	0	0	0	1
rhol	ENSCHAG00000025884	ENSCHAT00000061756	protein_coding	0	0	0	7	0	0	0	2	0	0	0	0	0	0	5
rmnd5b	ENSCHAG00000010409	ENSCHAT00000023009	protein_coding	0	1	0	10	0	0	0	0	10	0	0	0	0	1	0
rmnd5b	ENSCHAG00000010409	ENSCHAT00000023027	protein_coding	0	1	0	10	0	0	0	0	8	0	0	0	0	1	2
rmnd5b	ENSCHAG00000010409	ENSCHAT00000023036	protein_coding	0	0	0	9	0	0	0	0	3	0	0	0	0	0	6
rps27l	ENSCHAG00000010048	ENSCHAT00000021654	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
rps27l	ENSCHAG00000010048	ENSCHAT00000021747	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
rps27l	ENSCHAG00000010048	ENSCHAT00000021791	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
rps6ka5	ENSCHAG00000003882	ENSCHAT00000014105	protein_coding	0	0	0	11	0	0	0	1	6	0	0	0	0	0	4
rps6ka5	ENSCHAG00000003882	ENSCHAT00000014315	protein_coding	0	0	0	10	0	0	0	0	6	0	0	0	0	0	4
rps6ka5	ENSCHAG00000003882	ENSCHAT00000014373	protein_coding	0	0	0	9	0	0	0	0	6	0	0	0	0	0	3
rps6ka5	ENSCHAG00000003882	ENSCHAT00000014416	protein_coding	0	0	0	9	0	0	0	0	6	0	0	0	0	0	3
rps6ka5	ENSCHAG00000003882	ENSCHAT00000015122	protein_coding	0	0	0	9	0	0	0	0	6	0	0	0	0	0	3
rps6ka5	ENSCHAG00000003882	ENSCHAT00000015146	protein_coding	0	0	0	9	0	0	0	0	6	0	0	0	0	0	3
rps6ka5	ENSCHAG00000003882	ENSCHAT00000015292	protein_coding	0	0	0	9	0	0	0	0	6	0	0	0	0	0	3
rps6ka5	ENSCHAG00000003882	ENSCHAT00000015347	protein_coding	0	0	0	9	0	0	0	0	6	0	0	0	0	0	3
rps6ka5	ENSCHAG00000003882	ENSCHAT00000015420	protein_coding	0	0	0	9	0	0	0	0	5	0	0	0	0	0	4
rps6ka5	ENSCHAG00000003882	ENSCHAT00000015549	protein_coding	0	0	0	9	0	0	0	0	5	0	0	0	0	0	4
rps6kal	ENSCHAG00000011379	ENSCHAT00000025991	protein_coding	0	1	0	7	0	0	0	1	6	0	0	0	0	1	0
rps6kal	ENSCHAG00000011379	ENSCHAT00000026673	protein_coding	0	1	0	7	0	0	0	1	6	0	0	0	0	1	0
rps6kal	ENSCHAG00000011379	ENSCHAT00000026710	protein_coding	0	1	1	6	0	0	0	1	5	1	0	0	0	1	0
rps6kal	ENSCHAG00000011379	ENSCHAT00000026896	protein_coding	0	1	0	7	0	0	0	1	6	0	0	0	0	1	0
rps6kal	ENSCHAG00000011379	ENSCHAT00000027017	protein_coding	0	1	0	7	0	0	0	1	6	0	0	0	0	1	0
rps6kal	ENSCHAG00000011379	ENSCHAT00000027580	protein_coding	0	1	0	7	0	0	0	1	6	0	0	0	0	1	0
rps6kal	ENSCHAG00000011379	ENSCHAT00000027588	protein_coding	0	1	0	7	0	0	0	1	6	0	0	0	0	1	0
rps6kal	ENSCHAG00000011379	ENSCHAT00000027619	protein_coding	0	1	0	7	0	0	0	1	6	0	0	0	0	1	0
rps6kal	ENSCHAG00000011379	ENSCHAT00000027761	protein_coding	0	1	0	7	0	0	0	1	6	0	0	0	0	1	0
rps6kal	ENSCHAG00000011379	ENSCHAT00000028274	protein_coding	0	1	0	7	0	0	0	1	6	0	0	0	0	1	0
rpsa	ENSCHAG00000023209	ENSCHAT00000054652	protein_coding	0	1	0	11	0	0	0	0	7	0	0	1	0	0	5
rpsa	ENSCHAG00000023209	ENSCHAT00000054680	protein_coding	0	1	0	11	0	0	0	0	7	0	0	1	0	0	5
rpsa	ENSCHAG00000023209	ENSCHAT00000054684	protein_coding	0	1	0	11	0	0	0	2	5	0	0	1	0	0	5
sbf2	ENSCHAG00000006532	ENSCHAT00000015443	protein_coding	0	0	0	8	0	0	0	1	7	0	0	0	0	0	0
sbf2	ENSCHAG00000006532	ENSCHAT00000015861	protein_coding	0	0	0	8	0	0	0	1	7	0	0	0	0	0	0
sbf2	ENSCHAG00000006532	ENSCHAT00000015980	protein_coding	0	0	0	8	0	0	0	1	7	0	0	0	0	0	0
sbf2	ENSCHAG00000006532	ENSCHAT00000016509	protein_coding	0	0	0	8	0	0	0	1	7	0	0	0	0	0	0
sbf2	ENSCHAG00000006532	ENSCHAT00000018026	protein_coding	0	0	0	7	0	0	0	1	2	0	0	0	0	0	4
sbf2	ENSCHAG00000006532	ENSCHAT00000018422	protein_coding	0	0	0	7	0	0	0	1	2	0	0	0	0	0	4
sbf2	ENSCHAG00000006532	ENSCHAT00000018638	protein_coding	0	0	0	7	0	0	0	1	2	0	0	0	0	0	4
sbf2	ENSCHAG00000006532	ENSCHAT00000018801	protein_coding	0	0	0	7	0	0	0	1	2	0	0	0	0	0	4
sbf2	ENSCHAG00000006532	ENSCHAT00000019558	protein_coding	0	0	0	3	0	0	0	1	2	0	0	0	0	0	0
sbf2	ENSCHAG00000006532	ENSCHAT00000019616	protein_coding	0	0	0	3	0	0	0	1	2	0	0	0	0	0	0
scfd2	ENSCHAG00000000822	ENSCHAT00000001436	protein_coding	0	0	0	10	0	0	0	0	9	0	0	0	0	0	1
scfd2	ENSCHAG00000000822	ENSCHAT00000001492	protein_coding	0	0	0	10	0	0	0	0	9	0	0	0	0	0	1
scfd2	ENSCHAG00000000822	ENSCHAT00000001542	protein_coding	0	0	0	10	0	0	0	0	9	0	0	0	0	0	1
scfd2	ENSCHAG00000000822	ENSCHAT00000001595	protein_coding	0	0	0	7	0	0	0	0	6	0	0	0	0	0	1
sdk2b	ENSCHAG00000002282	ENSCHAT00000005848	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
sdk2b	ENSCHAG00000002282	ENSCHAT00000006225	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
sdk2b	ENSCHAG00000002282	ENSCHAT00000006542	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
sdk2b	ENSCHAG00000002282	ENSCHAT00000006602	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
sema5bb	ENSCHAG00000005803	ENSCHAT00000012364	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
sema5bb	ENSCHAG00000005803	ENSCHAT00000012583	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
sema5bb	ENSCHAG00000005803	ENSCHAT00000012673	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
sema5bb	ENSCHAG00000005803	ENSCHAT00000012706	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
sema5bb	ENSCHAG00000005803	ENSCHAT00000012766	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
sema6e	ENSCHAG00000007943	ENSCHAT00000017861	protein_coding	0	0	0	14	0	0	0	1	12	0	0	0	0	0	1
sema6e	ENSCHAG00000007943	ENSCHAT00000017894	protein_coding	0	0	0	14	0	0	0	1	12	0	0	0	0	0	1
sema6e	ENSCHAG00000007943	ENSCHAT00000017930	protein_coding	0	0	0	14	0	0	0	1	12	0	0	0	0	0	1
sema6e	ENSCHAG00000007943	ENSCHAT00000017959	protein_coding	0	0	0	14	0	0	0	1	12	0	0	0	0	0	1
sema6e	ENSCHAG00000007943	ENSCHAT00000018004	protein_coding	0	0	0	14	0	0	0	1	12	0	0	0	0	0	1
sema6e	ENSCHAG00000007943	ENSCHAT00000018042	protein_coding	0	0	0	14	0	0	0	1	12	0	0	0	0	0	1
sema6e	ENSCHAG00000007943	ENSCHAT00000018056	protein_coding	0	0	0	14	0	0	0	1	12	0	0	0	0	0	1
sema6e	ENSCHAG00000007943	ENSCHAT00000018076	protein_coding	0	0	0	12	0	0	0	1	11	0	0	0	0	0	0
sema6e	ENSCHAG00000007943	ENSCHAT00000018166	protein_coding	0	0	0	8	0	0	0	1	7	0	0	0	0	0	0
sema6e	ENSCHAG00000007943	ENSCHAT00000018211	protein_coding	0	0	0	8	0	0	0	1	7	0	0	0	0	0	0
serac1	ENSCHAG00000003556	ENSCHAT00000008635	protein_coding	0	0	0	8	0	0	0	6	0	0	0	0	0	0	2
serac1	ENSCHAG00000003556	ENSCHAT00000008766	protein_coding	0	0	0	8	0	0	0	6	0	0	0	0	0	0	2
serac1	ENSCHAG00000003556	ENSCHAT00000008865	protein_coding	0	0	0	8	0	0	0	6	0	0	0	0	0	0	2
serac1	ENSCHAG00000003556	ENSCHAT00000008926	protein_coding	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0
serac1	ENSCHAG00000003556	ENSCHAT00000009104	protein_coding	0	0	0	5	0	0	0	3	0	0	0	0	0	0	2
serac1	ENSCHAG00000003556	ENSCHAT00000009248	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	2
serac1	ENSCHAG00000003556	ENSCHAT00000009384	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	2
sft2d1	ENSCHAG00000018974	ENSCHAT00000043821	protein_coding	0	1	0	11	0	0	0	0	10	0	0	1	0	0	2
sft2d1	ENSCHAG00000018974	ENSCHAT00000043837	protein_coding	0	1	0	11	0	0	0	0	10	0	0	1	0	0	2
sft2d1	ENSCHAG00000018974	ENSCHAT00000043850	protein_coding	0	1	0	11	0	0	0	0	10	0	0	1	0	0	2
sft2d1	ENSCHAG00000018974	ENSCHAT00000043858	protein_coding	0	0	0	12	0	0	0	3	7	0	0	0	0	0	2
sh2d4a	ENSCHAG00000014656	ENSCHAT00000033148	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0
sh2d4a	ENSCHAG00000014656	ENSCHAT00000033163	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0
sh2d4a	ENSCHAG00000014656	ENSCHAT00000033181	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0
sh2d4a	ENSCHAG00000014656	ENSCHAT00000033194	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0
sh3bgrl	ENSCHAG00000012887	ENSCHAT00000028945	protein_coding	0	0	0	15	0	0	0	3	7	0	0	0	0	0	5
sh3bgrl	ENSCHAG00000012887	ENSCHAT00000028972	protein_coding	0	0	0	15	0	0	0	3	7	0	0	0	0	0	5
sh3bgrl	ENSCHAG00000012887	ENSCHAT00000029035	protein_coding	0	0	0	15	0	0	0	3	7	0	0	0	0	0	5
sh3bgrl	ENSCHAG00000012887	ENSCHAT00000029060	protein_coding	0	0	0	15	0	0	0	3	6	0	0	0	0	0	6
shisal1a	ENSCHAG00000019055	ENSCHAT00000044060	protein_coding	0	0	0	5	0	0	0	4	1	0	0	0	0	0	0
shox2	ENSCHAG00000008968	ENSCHAT00000018740	protein_coding	0	0	0	5	0	0	0	3	0	0	0	0	0	0	2
si:ch211-212o1.2	ENSCHAG00000006101	ENSCHAT00000011850	protein_coding	0	0	0	9	2	0	0	2	4	0	0	0	0	0	1
si:ch211-216l23.1	ENSCHAG00000006123	ENSCHAT00000012420	protein_coding	0	0	0	6	0	0	0	1	5	0	0	0	0	0	0
si:ch211-216l23.1	ENSCHAG00000006123	ENSCHAT00000012454	protein_coding	0	0	0	6	0	0	0	1	5	0	0	0	0	0	0
si:ch211-216l23.1	ENSCHAG00000006123	ENSCHAT00000012616	protein_coding	0	0	0	4	0	0	0	1	2	0	0	0	0	0	1
si:ch211-216l23.1	ENSCHAG00000006123	ENSCHAT00000013009	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	1
si:ch211-216l23.1	ENSCHAG00000006123	ENSCHAT00000013097	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	1
si:ch211-216l23.1	ENSCHAG00000006123	ENSCHAT00000013474	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	1
si:ch211-216l23.1	ENSCHAG00000006123	ENSCHAT00000013534	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0
si:ch211-216l23.2	ENSCHAG00000006832	ENSCHAT00000013629	protein_coding	0	0	0	11	0	0	0	0	6	0	0	0	0	0	5
si:ch211-216l23.2	ENSCHAG00000006832	ENSCHAT00000013651	protein_coding	0	0	0	11	0	0	0	0	6	0	0	0	0	0	5
si:ch211-235o23.1	ENSCHAG00000002756	ENSCHAT00000004759	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
si:ch211-235o23.1	ENSCHAG00000002756	ENSCHAT00000004797	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
si:ch211-274f20.2	ENSCHAG00000010210	ENSCHAT00000021983	protein_coding	0	1	0	12	1	0	1	2	9	0	0	1	0	0	0
si:dkey-222b8.4	ENSCHAG00000012641	ENSCHAT00000028210	protein_coding	0	0	0	7	0	0	0	0	5	0	0	0	0	0	2
si:dkey-22o22.2	ENSCHAG00000000525	ENSCHAT00000000920	protein_coding	0	0	0	11	0	0	0	1	9	0	0	0	0	0	1
si:dkey-30c15.17	ENSCHAG00000020757	ENSCHAT00000048281	protein_coding	0	0	0	10	0	0	0	2	4	0	0	0	0	0	4
si:dkey-37f18.2	ENSCHAG00000013399	ENSCHAT00000030080	protein_coding	0	0	0	13	0	0	2	3	6	0	0	0	0	0	2
si:dkey-37f18.2	ENSCHAG00000013399	ENSCHAT00000030100	protein_coding	0	0	0	11	0	0	2	1	6	0	0	0	0	0	2
si:dkey-37f18.2	ENSCHAG00000013399	ENSCHAT00000030122	protein_coding	0	0	0	11	0	0	2	1	6	0	0	0	0	0	2
si:dkey-97m3.1	ENSCHAG00000014369	ENSCHAT00000032632	protein_coding	0	0	0	26	0	0	0	0	17	0	0	0	0	0	9
si:dkey-97m3.1	ENSCHAG00000014369	ENSCHAT00000032648	protein_coding	0	0	0	26	0	0	0	0	17	0	0	0	0	0	9
si:dkey-97m3.1	ENSCHAG00000014369	ENSCHAT00000032667	protein_coding	0	0	0	26	0	0	0	0	17	0	0	0	0	0	9
si:dkey-97m3.1	ENSCHAG00000014369	ENSCHAT00000032686	protein_coding	0	0	0	26	0	0	0	0	17	0	0	0	0	0	9
si:dkey-97m3.1	ENSCHAG00000014369	ENSCHAT00000032703	protein_coding	0	0	0	26	0	0	0	0	17	0	0	0	0	0	9
si:rp71-79p20.2	ENSCHAG00000002046	ENSCHAT00000003528	protein_coding	0	0	0	5	0	0	0	4	1	0	0	0	0	0	0
si:rp71-79p20.2	ENSCHAG00000002046	ENSCHAT00000003572	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0
slc25a26	ENSCHAG00000025725	ENSCHAT00000061335	protein_coding	0	0	0	6	0	0	0	0	4	0	0	0	0	0	2
slc25a26	ENSCHAG00000025725	ENSCHAT00000061350	protein_coding	0	0	0	6	0	0	0	0	4	0	0	0	0	0	2
slc25a26	ENSCHAG00000025725	ENSCHAT00000061361	protein_coding	0	0	0	6	0	0	0	0	4	0	0	0	0	0	2
slc25a36b	ENSCHAG00000026026	ENSCHAT00000062132	protein_coding	0	0	0	10	0	0	0	1	8	0	0	0	0	0	1
slc25a36b	ENSCHAG00000026026	ENSCHAT00000062142	protein_coding	0	0	0	9	0	0	0	1	7	0	0	0	0	0	1
slc25a36b	ENSCHAG00000026026	ENSCHAT00000062148	protein_coding	0	0	0	9	0	0	0	1	7	0	0	0	0	0	1
slc25a38b	ENSCHAG00000023197	ENSCHAT00000054593	protein_coding	0	0	0	9	1	0	0	8	0	0	0	0	0	0	0
slc25a38b	ENSCHAG00000023197	ENSCHAT00000054609	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0
slc26a2	ENSCHAG00000014030	ENSCHAT00000031676	protein_coding	0	0	0	5	0	0	1	1	3	0	0	0	0	0	0
slc2a15a	ENSCHAG00000027732	ENSCHAT00000067168	protein_coding	0	0	0	7	0	0	0	3	3	0	0	0	0	0	1
slc38a10	ENSCHAG00000021219	ENSCHAT00000049466	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
slc38a10	ENSCHAG00000021219	ENSCHAT00000049476	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
slc38a10	ENSCHAG00000021219	ENSCHAT00000049489	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1
slc39a6	ENSCHAG00000003833	ENSCHAT00000007388	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
slc39a6	ENSCHAG00000003833	ENSCHAT00000007561	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
slc39a6	ENSCHAG00000003833	ENSCHAT00000007716	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
slc39a6	ENSCHAG00000003833	ENSCHAT00000007762	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
slf1	ENSCHAG00000021561	ENSCHAT00000050420	protein_coding	0	0	1	10	0	0	0	0	10	1	0	0	0	0	0
slf1	ENSCHAG00000021561	ENSCHAT00000050440	protein_coding	0	0	1	10	0	0	0	0	8	1	0	0	0	0	2
slit3	ENSCHAG00000014782	ENSCHAT00000039954	protein_coding	0	0	0	14	0	0	0	0	14	0	0	0	0	0	0
slit3	ENSCHAG00000014782	ENSCHAT00000040305	protein_coding	0	0	0	14	0	0	0	0	14	0	0	0	0	0	0
slit3	ENSCHAG00000014782	ENSCHAT00000040389	protein_coding	0	0	0	14	0	0	0	0	14	0	0	0	0	0	0
slit3	ENSCHAG00000014782	ENSCHAT00000040739	protein_coding	0	0	0	14	0	0	0	0	14	0	0	0	0	0	0
slit3	ENSCHAG00000014782	ENSCHAT00000040999	protein_coding	0	0	0	14	0	0	0	0	14	0	0	0	0	0	0
slit3	ENSCHAG00000014782	ENSCHAT00000041063	protein_coding	0	0	0	14	0	0	0	0	14	0	0	0	0	0	0
slit3	ENSCHAG00000014782	ENSCHAT00000042189	protein_coding	0	0	0	14	0	0	0	0	14	0	0	0	0	0	0
slit3	ENSCHAG00000014782	ENSCHAT00000042211	protein_coding	0	0	0	14	0	0	0	0	14	0	0	0	0	0	0
slit3	ENSCHAG00000014782	ENSCHAT00000042252	protein_coding	0	0	0	14	0	0	0	0	14	0	0	0	0	0	0
slit3	ENSCHAG00000014782	ENSCHAT00000042431	protein_coding	0	0	0	14	0	0	0	0	14	0	0	0	0	0	0
smim12	ENSCHAG00000002472	ENSCHAT00000004349	protein_coding	0	0	0	4	0	0	0	2	0	0	0	0	0	0	2
smim13	ENSCHAG00000001366	ENSCHAT00000002167	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
smyd3	ENSCHAG00000017656	ENSCHAT00000040708	protein_coding	0	0	0	10	0	0	0	0	4	0	0	0	0	0	6
smyd3	ENSCHAG00000017656	ENSCHAT00000040735	protein_coding	0	0	0	10	0	0	0	0	4	0	0	0	0	0	6
smyd3	ENSCHAG00000017656	ENSCHAT00000040756	protein_coding	0	0	0	10	0	0	0	0	4	0	0	0	0	0	6
snx7	ENSCHAG00000009950	ENSCHAT00000021299	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0
snx7	ENSCHAG00000009950	ENSCHAT00000021323	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0
snx7	ENSCHAG00000009950	ENSCHAT00000021353	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0
sox6	ENSCHAG00000024518	ENSCHAT00000058746	protein_coding	0	0	0	19	0	0	0	1	15	0	0	0	0	0	3
sox6	ENSCHAG00000024518	ENSCHAT00000058755	protein_coding	0	0	0	19	0	0	0	1	15	0	0	0	0	0	3
sox6	ENSCHAG00000024518	ENSCHAT00000058793	protein_coding	0	0	0	19	0	0	0	1	15	0	0	0	0	0	3
sox6	ENSCHAG00000024518	ENSCHAT00000058815	protein_coding	0	0	0	7	0	0	0	1	6	0	0	0	0	0	0
sox6	ENSCHAG00000024518	ENSCHAT00000058846	protein_coding	0	0	0	6	0	0	0	1	4	0	0	0	0	0	1
sox6	ENSCHAG00000024518	ENSCHAT00000058854	protein_coding	0	0	0	6	0	0	0	1	3	0	0	0	0	0	2
spg7	ENSCHAG00000020225	ENSCHAT00000051147	protein_coding	0	1	0	6	0	0	0	2	3	0	0	0	0	1	1
spg7	ENSCHAG00000020225	ENSCHAT00000051251	protein_coding	0	1	0	6	0	0	0	2	3	0	0	0	0	1	1
spg7	ENSCHAG00000020225	ENSCHAT00000051304	protein_coding	0	1	0	6	0	0	0	2	3	0	0	0	0	1	1
spg7	ENSCHAG00000020225	ENSCHAT00000051312	protein_coding	0	1	0	6	0	0	0	2	3	0	0	0	0	1	1
spg7	ENSCHAG00000020225	ENSCHAT00000051365	protein_coding	0	1	0	4	0	0	0	0	3	0	0	0	0	1	1
spg7	ENSCHAG00000020225	ENSCHAT00000051386	protein_coding	0	1	0	6	0	0	0	2	3	0	0	0	0	1	1
spg7	ENSCHAG00000020225	ENSCHAT00000051407	protein_coding	0	1	0	6	0	0	0	2	3	0	0	0	0	1	1
spg7	ENSCHAG00000020225	ENSCHAT00000051429	protein_coding	0	1	0	6	0	0	0	2	3	0	0	0	0	1	1
spsb4a	ENSCHAG00000026022	ENSCHAT00000062099	protein_coding	0	1	0	3	1	0	0	0	2	0	0	1	0	0	0
sptbn1	ENSCHAG00000024710	ENSCHAT00000065108	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
sptbn1	ENSCHAG00000024710	ENSCHAT00000065115	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
sptbn1	ENSCHAG00000024710	ENSCHAT00000065122	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
sptbn1	ENSCHAG00000024710	ENSCHAT00000065132	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
sptbn1	ENSCHAG00000024710	ENSCHAT00000065219	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
sptbn1	ENSCHAG00000024710	ENSCHAT00000065252	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
sult6b1	ENSCHAG00000027137	ENSCHAT00000065345	protein_coding	0	0	0	11	0	0	0	5	5	0	0	0	0	0	1
sult6b1	ENSCHAG00000027137	ENSCHAT00000065352	protein_coding	0	0	0	31	0	0	0	0	30	0	0	0	0	0	1
sult6b1	ENSCHAG00000027137	ENSCHAT00000065356	protein_coding	0	1	0	30	0	0	0	0	29	0	0	0	0	1	1
sult6b1	ENSCHAG00000027137	ENSCHAT00000065362	protein_coding	0	0	1	30	0	0	0	0	29	1	0	0	0	0	1
sult6b1	ENSCHAG00000027137	ENSCHAT00000065368	protein_coding	0	1	0	30	0	0	0	6	23	0	0	0	0	1	1
sult6b1	ENSCHAG00000027137	ENSCHAT00000065371	protein_coding	0	0	1	30	0	0	0	6	23	1	0	0	0	0	1
sult6b1	ENSCHAG00000027137	ENSCHAT00000065374	protein_coding	0	0	0	10	0	0	0	5	4	0	0	0	0	0	1
sult6b1	ENSCHAG00000027137	ENSCHAT00000065382	protein_coding	1	1	1	24	0	0	2	6	15	1	0	0	1	1	1
sult6b1	ENSCHAG00000027137	ENSCHAT00000065387	protein_coding	1	1	2	17	0	0	2	9	5	2	0	0	1	1	1
sult6b1	ENSCHAG00000027137	ENSCHAT00000065391	protein_coding	0	1	1	22	0	0	0	6	13	1	0	0	0	1	3
supt4h1	ENSCHAG00000018989	ENSCHAT00000043936	protein_coding	0	0	0	7	0	0	0	1	1	0	0	0	0	0	5
supt4h1	ENSCHAG00000018989	ENSCHAT00000043954	protein_coding	0	1	0	6	0	0	0	1	0	0	0	0	0	1	5
